SA1,SA2,VT5,PRNO,PROG
-31,9,2,140796,162
-28,9,0,140796,162
-28,9,0,140796,162
-28,9,0,140796,162
-25,-5,0,140796,162
-25,-5,0,140796,163
-25,-5,0,140796,163
-25,12,1,140796,163
-25,12,1,140796,163
-25,12,1,140796,163
-25,17,33,140796,163
-25,17,33,140796,163
-25,17,33,140796,164
-13,16,1,140796,164
-13,16,1,140796,164
-3,9,-3,140796,164
-3,9,-3,140796,164
-3,9,-3,140796,164
-3,9,-3,140796,164
-3,9,-3,140796,164
-25,46,-3,140796,164
-25,46,-3,140796,164
-25,46,-3,140796,164
-25,46,-3,140796,164
-25,46,-3,140796,164
-25,51,-3,140796,165
-25,51,-3,140796,165
-25,51,-3,140796,165
-25,51,-3,140796,165
-25,51,-3,140796,165
-25,51,-3,140796,165
-25,51,-3,140796,165
-25,51,-3,140796,165
-25,51,-3,140796,165
-12,28,-3,140796,165
-12,28,-3,140796,165
-12,28,-3,140796,165
-12,28,-3,140796,165
-22,61,-3,140796,165
-22,61,-3,140796,165
-22,61,-3,140796,166
-22,61,-3,140796,166
-22,61,-3,140796,166
-22,61,-3,140796,166
-22,61,-3,140796,166
-22,61,0,140796,166
-22,61,0,140796,166
-22,61,0,140796,166
-26,79,-2,140796,166
-26,79,-2,140796,166
-26,79,-2,140796,166
-26,79,-2,140796,166
-26,79,-6,140796,167
-26,91,-6,140796,167
-26,91,-6,140796,167
-26,91,-6,140796,167
-26,70,-6,140796,167
-26,70,-6,140796,167
-26,70,-6,140796,167
-26,70,-6,140796,167
-26,70,-4,140796,168
-40,75,-4,140796,168
-40,75,-4,140796,168
-25,75,-8,140796,168
-25,75,-8,140796,168
-25,75,-4,140796,168
-25,75,-4,140796,168
-42,88,-3,140796,169
-42,88,-3,140796,169
-42,88,-2,140796,169
-16,61,-2,140796,169
-33,83,1,140796,170
-33,83,1,140796,170
-33,67,1,140796,170
-33,67,1,140796,170
-33,67,1,140796,170
-13,67,5,140796,170
-13,67,5,140796,170
-30,55,2,140796,171
-30,55,2,140796,171
-14,46,2,140796,171
-14,46,2,140796,171
-29,43,1,140796,172
-29,43,1,140796,172
-30,40,5,140796,172
-30,40,5,140796,172
-30,40,5,140796,172
-28,36,3,140796,172
-28,36,0,140796,173
-24,34,0,140796,173
-20,28,1,140796,173
-18,25,1,140796,173
-18,25,1,140796,173
-14,21,0,140796,174
-14,21,0,140796,174
-14,21,0,140796,174
-11,14,3,140796,174
-11,14,0,140796,175
-9,12,0,140796,175
-7,6,1,140796,175
-7,6,1,140796,175
-7,8,1,140796,175
-7,8,1,140796,175
-6,5,-2,140796,176
-6,5,-2,140796,176
-2,2,-3,140796,176
-5,5,-2,140796,176
-5,5,-2,140796,176
-3,3,-3,140796,177
-3,3,-3,140796,177
-2,1,-6,140796,177
-2,1,-6,140796,177
-1,-2,-7,140796,177
-1,-2,-7,140796,177
-3,-2,-4,140796,178
-3,-2,-4,140796,178
-2,-2,-8,140796,178
-2,-2,-8,140796,178
-5,3,-6,140796,178
-5,3,-6,140796,178
-5,3,-10,140796,179
-5,3,-10,140796,179
-6,-1,-7,140796,179
-6,-1,-10,140796,179
-7,-1,-10,140796,179
-7,-1,-10,140796,179
-7,-2,-10,140796,179
-7,-2,-11,140796,180
-7,-2,-11,140796,180
-9,2,-8,140796,180
-7,-1,-11,140796,181
-7,-1,-11,140796,181
-7,-1,-4,140796,181
-6,3,-6,140796,182
-6,3,-6,140796,182
-6,3,-6,140796,182
-2,3,0,140796,182
0,-1,-6,140796,182
0,-1,-6,140796,182
-1,0,-6,140796,183
-1,0,-2,140796,183
-1,0,-2,140796,183
-3,4,-6,140796,183
-3,4,-6,140796,183
-7,11,-6,140796,184
-7,11,-6,140796,184
-4,10,-4,140796,184
-4,10,-4,140796,184
-5,15,-3,140796,184
-5,15,3,140796,185
-5,15,3,140796,185
-9,15,3,140796,185
-12,17,-3,140796,185
-14,20,-2,140796,185
-14,20,-2,140796,185
-15,22,3,140796,186
-18,22,-2,140796,186
-18,22,-2,140796,186
-20,22,-2,140796,186
-20,22,-2,140796,186
-22,24,0,140796,187
-22,24,0,140796,187
-25,28,-2,140796,187
-25,28,-2,140796,187
-25,28,-2,140796,187
-25,27,-3,140796,187
-35,34,-4,140796,188
-36,35,-4,140796,188
-36,35,-4,140796,188
-38,35,-6,140796,189
-38,35,-6,140796,189
-40,33,-6,140796,189
-40,33,-6,140796,189
-40,33,-8,140796,190
-43,35,-8,140796,190
-41,31,-10,140796,190
-41,31,-10,140796,190
-41,31,-10,140796,190
-41,25,-10,140796,190
-36,22,-12,140796,191
-36,22,-8,140796,191
-37,22,-8,140796,191
-37,22,-8,140796,191
-37,22,-8,140796,191
-37,21,-11,140796,192
-37,21,-11,140796,192
-37,20,-10,140796,192
-37,20,-10,140796,192
-34,20,-10,140796,192
-37,23,-11,140796,193
-37,16,-10,140796,193
-31,20,-6,140796,193
-31,20,-6,140796,193
-29,21,-4,140796,194
-29,21,-4,140796,194
-29,21,-4,140796,194
-28,17,-6,140796,194
-28,17,-6,140796,194
-55,-12,-3,140796,195
-23,5,0,140796,195
-23,7,0,140796,195
-25,6,2,140796,196
-25,6,2,140796,196
-25,6,2,140796,196
-25,6,2,140796,196
-24,12,3,140796,196
-24,12,3,140796,196
-24,12,2,140796,197
-26,11,2,140796,197
-22,5,1,140796,197
-22,5,1,140796,197
-22,0,3,140796,197
-22,0,3,140796,197
-22,0,3,140796,197
-23,-8,2,140796,198
-4,9,2,140796,198
-4,-11,2,140796,199
-4,-11,2,140796,199
-4,-11,2,140796,199
-29,-2,3,140796,199
-29,-2,3,140796,199
-29,-2,3,140796,199
-25,25,2,140796,200
-45,11,1,140796,200
-45,11,1,140796,200
-48,14,2,140796,200
-48,14,2,140796,200
-53,16,1,140796,201
-53,9,2,140796,201
-53,32,0,140796,201
-86,6,1,140796,202
-86,6,1,140796,202
-86,6,1,140796,202
-61,40,0,140796,202
-65,48,1,140796,203
-65,48,1,140796,203
-65,48,1,140796,203
-67,52,0,140796,203
-67,52,0,140796,203
-64,52,-3,140796,203
-68,52,-4,140796,204
-65,52,-4,140796,204
-65,52,-4,140796,204
-68,53,-10,140796,204
-68,53,-10,140796,204
-68,53,-10,140796,204
-73,63,-8,140796,205
-73,63,-8,140796,205
-78,72,-6,140796,205
-80,75,-10,140796,205
-80,75,-10,140796,205
-81,78,-6,140796,206
-81,78,-6,140796,206
-85,86,-6,140796,206
-85,86,-6,140796,206
-85,86,-6,140796,206
-88,91,-7,140796,206
-88,77,-6,140796,207
-88,77,-6,140796,207
-88,79,-4,140796,207
-88,79,-4,140796,207
-96,99,-3,140796,207
-96,99,-3,140796,207
-98,103,0,140796,208
-98,103,0,140796,208
-98,103,0,140796,208
-103,114,-2,140796,208
-77,158,-3,140796,208
-107,165,-2,140796,209
-107,165,-2,140796,209
-110,191,1,140796,209
-110,191,1,140796,209
-115,213,-4,140796,210
-115,213,-4,140796,210
-114,226,-3,140796,210
-114,226,-3,140796,210
-108,215,-3,140796,210
-108,215,-3,140796,210
-78,225,0,140796,211
-78,225,0,140796,211
-94,194,1,140796,211
-94,194,1,140796,211
-93,190,0,140796,211
-93,161,-3,140796,212
-93,161,-3,140796,212
-81,160,2,140796,212
-81,160,2,140796,212
-52,162,5,140796,213
-52,162,5,140796,213
-52,116,5,140796,213
-52,116,5,140796,213
-52,116,5,140796,213
-66,125,5,140796,213
-64,115,5,140796,214
-64,115,5,140796,214
-64,115,5,140796,214
-66,109,9,140796,214
-66,109,9,140796,214
-65,103,6,140796,215
-65,103,6,140796,215
-67,95,3,140796,215
-67,95,3,140796,215
-67,95,3,140796,215
-71,97,2,140796,215
-71,77,1,140796,216
-71,77,1,140796,216
-71,77,1,140796,216
-76,91,-2,140796,216
-76,79,-4,140796,217
-76,79,-4,140796,217
-87,97,-12,140796,217
-88,99,-7,140796,217
-88,99,-7,140796,217
-88,99,-7,140796,217
-90,103,-4,140796,218
-90,103,-4,140796,218
-90,81,-4,140796,218
-90,81,-4,140796,218
-90,112,-6,140796,218
-90,112,-11,140796,219
-96,110,-11,140796,219
-101,117,-12,140796,219
-101,117,-12,140796,219
-101,127,-10,140796,219
-101,127,-10,140796,219
-108,149,-10,140796,220
-108,149,-10,140796,220
-108,136,-7,140796,220
-108,136,-8,140796,220
-112,164,-8,140796,220
-81,209,-7,140796,221
-81,209,-7,140796,221
-117,175,-8,140796,221
-117,175,-8,140796,221
-117,175,-8,140796,221
-82,211,-6,140796,221
-82,211,-6,140796,221
-121,178,-4,140796,222
-121,152,-4,140796,222
-125,169,-3,140796,222
-125,169,-3,140796,222
-125,169,-3,140796,222
-123,140,2,140796,223
-123,140,2,140796,223
-125,166,3,140796,224
-125,166,3,140796,224
-125,166,3,140796,224
-130,169,3,140796,224
-134,175,1,140796,224
-84,184,1,140796,225
-84,184,1,140796,225
-79,164,1,140796,225
-79,164,1,140796,225
-79,164,1,140796,225
-79,54,1,140796,226
-79,54,1,140796,226
-79,20,1,140796,226
-79,20,1,140796,226
-79,4,0,140796,226
-79,4,0,140796,226
-79,4,0,140796,226
-29,-25,0,140796,227
7,-29,0,140796,227
38,-37,-2,140796,227
38,-37,-2,140796,227
38,-37,-2,140796,227
38,-37,-6,140796,228
34,-81,-3,140796,228
34,-81,-3,140796,228
40,-92,-4,140796,228
40,-92,-4,140796,228
36,-102,-4,140796,229
36,-102,-7,140796,229
54,-94,-7,140796,229
54,-94,-10,140796,229
54,-90,-10,140796,230
43,-101,-10,140796,230
41,-101,-6,140796,230
41,-101,-6,140796,230
41,-101,-6,140796,230
38,-107,-12,140796,231
39,-94,-12,140796,231
39,-94,-13,140796,231
40,-92,-13,140796,231
40,-92,-19,140796,232
43,-94,-19,140796,232
50,-84,-21,140796,232
50,-84,-28,140796,232
47,-81,-28,140796,232
47,-81,-28,140796,232
37,-91,-34,140796,233
37,-91,-34,140796,233
37,-90,28,140796,234
39,-84,28,140796,234
32,-92,29,140796,234
32,-92,29,140796,234
23,-86,32,140796,235
23,-86,29,140796,235
23,-79,29,140796,235
16,-78,29,140796,235
16,-78,29,140796,236
16,-78,29,140796,236
16,-78,29,140796,236
1,-78,32,140796,236
1,-78,32,140796,236
12,-70,32,140796,236
12,-70,32,140796,236
13,-67,31,140796,237
9,-67,20,140796,237
9,-67,20,140796,237
9,-67,19,140796,238
14,-55,19,140796,238
14,-55,19,140796,238
8,-55,19,140796,238
11,-50,11,140796,238
11,-50,11,140796,238
7,-51,9,140796,239
7,-51,9,140796,239
11,-47,5,140796,239
11,-47,5,140796,239
6,-49,6,140796,240
6,-49,6,140796,240
7,-49,6,140796,240
7,-48,0,140796,240
14,-49,-8,140796,240
14,-49,-8,140796,240
15,-55,-12,140796,241
15,-55,-11,140796,241
14,-58,-11,140796,241
14,-58,-12,140796,241
24,-71,-12,140796,241
24,-71,-13,140796,242
24,-85,-17,140796,242
24,-85,-17,140796,242
32,-85,-17,140796,242
32,-85,-7,140796,243
34,-74,-7,140796,243
34,-74,-8,140796,243
34,-74,-8,140796,243
34,-86,-8,140796,243
34,-86,-17,140796,243
33,-86,-17,140796,243
33,-86,-13,140796,243
33,-97,-13,140796,243
27,-97,-13,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-97,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-15,140796,243
27,-68,-21,140796,243
47,-67,-21,140773,0
47,-67,-21,140773,0
47,-67,-23,140773,0
40,-70,-21,140773,0
40,-70,-21,140773,0
47,-72,-21,140773,0
47,-72,-17,140773,1
66,-65,-17,140773,1
60,-79,-13,140773,1
60,-79,-13,140773,1
71,-74,-8,140773,1
71,-74,-8,140773,1
65,-83,-6,140773,2
65,-83,-2,140773,2
19,-131,-2,140773,2
19,-131,-2,140773,2
15,-136,-4,140773,2
15,-136,-4,140773,3
26,-138,-4,140773,3
26,-138,-11,140773,3
26,-138,-11,140773,3
26,-92,-6,140773,3
26,-92,-7,140773,4
30,-72,-7,140773,4
30,-72,-2,140773,4
30,-72,-2,140773,4
30,-79,-2,140773,4
30,-79,-8,140773,4
17,-75,-8,140773,4
17,-54,-7,140773,5
17,-54,-7,140773,5
15,-49,-3,140773,5
15,-49,-2,140773,5
14,-40,-2,140773,5
14,-40,2,140773,6
14,-22,2,140773,6
14,-22,2,140773,6
14,-22,2,140773,6
-6,-34,2,140773,6
-6,6,1,140773,7
-6,6,1,140773,7
-6,-18,2,140773,7
-14,-11,-4,140773,7
-14,-11,1,140773,8
-24,-6,1,140773,8
-24,-6,1,140773,8
-24,-6,-3,140773,8
-24,11,5,140773,8
-22,28,13,140773,9
-22,28,13,140773,9
-22,28,13,140773,9
-22,28,13,140773,9
-22,37,28,140773,9
-22,37,28,140773,9
-30,53,28,140773,9
-54,49,53,140773,10
-54,47,-166,140773,10
-54,47,-166,140773,10
-44,96,-25,140773,10
-44,96,-25,140773,10
-47,112,-34,140773,11
-47,112,-34,140773,11
-47,112,-34,140773,11
-72,102,-2,140773,11
-72,102,-10,140773,11
-72,101,-10,140773,11
-54,144,-4,140773,12
-54,144,-4,140773,12
-84,133,-2,140773,12
-84,133,-2,140773,12
-84,144,-2,140773,12
-84,144,-2,140773,12
-84,144,2,140773,13
-86,137,2,140773,13
-87,135,1,140773,13
-13,198,6,140773,14
-13,198,6,140773,14
-88,134,9,140773,14
-88,134,9,140773,14
-59,134,11,140773,14
-59,134,14,140773,15
-59,134,14,140773,15
-59,117,14,140773,15
